"","lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn"
"13471",61.5,-165.5,10,29,17,4,15,17,0,0,3
"14483",61.5,-73.5,3,10,9,1,9,9,0,0,3
"14303",61.5,-74.5,3,10,9,1,9,10,0,0,3
"14301",61.5,-76.5,3,8,9,2,11,9,0,0,3
"14300",61.5,-77.5,3,10,11,2,11,8,0,0,3
"14320",61.5,10.5,22,58,32,21,22,18,0,0,10
"14408",61.5,101.5,18,49,28,10,24,15,0,0,13
"14409",61.5,102.5,18,49,28,10,24,15,0,0,13
"14416",61.5,109.5,18,51,32,9,23,16,0,0,14
"14321",61.5,11.5,19,54,27,17,20,17,0,0,9
"14417",61.5,110.5,20,51,33,10,23,17,0,0,13
"14418",61.5,111.5,19,51,33,10,23,17,0,0,12
"14423",61.5,116.5,19,52,33,8,24,17,0,0,12
"14424",61.5,117.5,18,53,33,8,24,17,0,0,12
"14425",61.5,118.5,18,52,33,8,24,17,0,0,12
"14426",61.5,119.5,18,51,33,8,24,17,0,0,12
"14322",61.5,12.5,14,48,30,15,19,15,0,0,9
"14427",61.5,120.5,19,50,33,8,24,17,0,0,12
"14428",61.5,121.5,19,50,33,8,24,17,0,0,13
"14429",61.5,122.5,19,50,33,8,24,17,0,0,13
"14430",61.5,123.5,19,50,33,8,24,17,0,0,13
"14431",61.5,124.5,19,50,33,8,24,17,0,0,13
"14432",61.5,125.5,20,50,33,8,24,19,0,0,13
"14433",61.5,126.5,20,49,33,8,24,19,0,0,13
"14434",61.5,127.5,20,50,33,7,24,19,0,0,13
"14435",61.5,128.5,20,49,35,7,24,19,0,0,13
"14436",61.5,129.5,21,50,35,7,24,17,0,0,13
"14323",61.5,13.5,13,46,27,17,20,17,0,0,8
"14437",61.5,130.5,19,51,34,7,24,17,0,0,13
"14439",61.5,132.5,19,51,34,7,24,16,0,0,13
"14440",61.5,133.5,19,50,32,7,24,16,0,0,12
"14441",61.5,134.5,19,49,32,7,23,16,0,0,12
"14442",61.5,135.5,19,48,31,7,23,17,0,0,12
"14445",61.5,138.5,21,44,28,8,22,18,0,0,8
"14446",61.5,139.5,19,42,27,6,22,17,0,0,8
"14324",61.5,14.5,17,50,26,19,21,18,0,0,8
"14452",61.5,145.5,19,37,25,6,20,17,0,0,6
"14453",61.5,146.5,19,36,25,6,20,16,0,0,6
"14325",61.5,15.5,18,46,26,19,21,17,0,0,9
"14457",61.5,150.5,19,37,24,5,21,16,0,0,6
"14458",61.5,151.5,20,37,23,5,20,16,0,0,6
"14459",61.5,152.5,20,37,23,5,20,16,0,0,6
"14326",61.5,16.5,25,48,32,21,23,13,0,0,11
"14467",61.5,160.5,15,34,20,9,17,13,0,0,6
"14468",61.5,161.5,16,35,20,9,15,13,0,0,6
"14471",61.5,164.5,16,31,20,9,14,14,0,0,6
"14472",61.5,165.5,16,30,20,6,14,14,0,0,6
"14473",61.5,166.5,14,28,20,4,13,14,0,0,5
"14329",61.5,22.5,24,61,38,22,25,18,0,0,10
"14330",61.5,23.5,24,61,38,23,25,18,0,0,11
"14331",61.5,24.5,25,60,40,24,25,14,0,0,9
"14332",61.5,25.5,25,58,40,24,25,13,0,0,11
"14333",61.5,26.5,24,59,40,24,25,13,0,0,11
"14334",61.5,27.5,24,60,40,24,25,14,0,0,11
"14335",61.5,28.5,23,62,40,25,25,15,0,0,13
"14336",61.5,29.5,24,68,43,24,27,16,0,0,15
"14337",61.5,30.5,23,69,43,24,27,16,0,0,15
"14338",61.5,31.5,23,69,42,24,27,16,0,0,15
"14339",61.5,32.5,22,67,42,24,27,17,0,0,16
"14340",61.5,33.5,21,65,42,24,27,17,0,0,16
"14341",61.5,34.5,21,63,42,23,26,17,0,0,17
"14342",61.5,35.5,21,61,42,21,26,15,0,0,17
"14343",61.5,36.5,22,61,42,20,26,15,0,0,17
"14344",61.5,37.5,22,61,40,19,26,16,0,0,16
"14345",61.5,38.5,23,63,40,19,26,15,0,0,16
"14346",61.5,39.5,23,58,38,19,27,15,0,0,15
"14347",61.5,40.5,23,58,38,18,27,15,0,0,15
"14349",61.5,42.5,22,58,38,17,27,16,0,0,16
"14350",61.5,43.5,23,58,38,17,27,16,0,0,16
"14352",61.5,45.5,23,58,38,17,27,16,0,0,16
"14353",61.5,46.5,23,59,38,17,27,16,0,0,16
"14354",61.5,47.5,23,59,37,17,27,16,0,0,16
"14355",61.5,48.5,23,60,36,17,27,16,0,0,16
"14356",61.5,49.5,23,59,36,17,27,17,0,0,16
"14315",61.5,5.5,16,44,25,22,15,14,0,0,7
"14357",61.5,50.5,23,58,36,17,27,17,0,0,16
"14358",61.5,51.5,22,58,34,17,27,17,0,0,16
"14359",61.5,52.5,22,57,34,17,27,17,0,0,16
"14360",61.5,53.5,22,58,35,17,27,17,0,0,15
"14361",61.5,54.5,23,59,36,17,27,17,0,0,15
"14362",61.5,55.5,26,58,36,17,28,17,0,0,14
"14363",61.5,56.5,26,60,35,16,29,17,0,0,13
"14364",61.5,57.5,26,61,35,16,29,15,0,0,14
"14365",61.5,58.5,27,65,35,16,28,16,0,0,14
"14366",61.5,59.5,25,63,35,16,28,16,0,0,14
"14316",61.5,6.5,17,38,25,17,14,14,0,0,6
"14367",61.5,60.5,22,61,31,15,27,15,0,0,11
"14368",61.5,61.5,22,62,32,15,27,15,0,0,11
"14369",61.5,62.5,21,62,32,14,26,16,0,0,11
"14370",61.5,63.5,21,62,33,14,26,16,0,0,11
"14371",61.5,64.5,21,62,33,14,25,16,0,0,11
"14372",61.5,65.5,20,61,34,14,24,16,0,0,11
"14373",61.5,66.5,20,61,33,14,23,16,0,0,11
"14374",61.5,67.5,20,60,33,13,23,16,0,0,11
"14375",61.5,68.5,19,61,33,14,23,16,0,0,11
"14317",61.5,7.5,17,43,18,16,16,13,0,0,3
"14377",61.5,70.5,17,61,33,13,22,16,0,0,12
"14378",61.5,71.5,17,60,33,13,21,16,0,0,12
"14379",61.5,72.5,17,61,33,12,21,16,0,0,12
"14380",61.5,73.5,17,60,33,12,21,16,0,0,12
"14381",61.5,74.5,17,60,33,12,21,16,0,0,12
"14383",61.5,76.5,18,57,33,11,20,16,0,0,12
"14384",61.5,77.5,17,56,33,9,21,16,0,0,12
"14318",61.5,8.5,20,48,24,15,21,16,0,0,5
"14388",61.5,81.5,17,53,30,9,22,16,0,0,12
"14389",61.5,82.5,17,53,29,9,22,16,0,0,12
"14390",61.5,83.5,17,53,29,9,22,15,0,0,12
"14391",61.5,84.5,19,52,29,9,22,15,0,0,12
"14392",61.5,85.5,21,53,28,9,22,15,0,0,12
"14393",61.5,86.5,21,51,29,9,21,15,0,0,12
"14394",61.5,87.5,22,50,29,9,21,15,0,0,12
"14395",61.5,88.5,23,50,30,11,21,17,0,0,12
"14396",61.5,89.5,23,50,30,11,22,16,0,0,12
"14319",61.5,9.5,21,54,31,21,23,17,0,0,10
"14397",61.5,90.5,21,48,30,11,22,16,0,0,12
"14398",61.5,91.5,21,48,29,11,22,15,0,0,13
"14069",62.5,-124.5,16,36,28,9,24,24,0,0,11
"14068",62.5,-125.5,17,35,29,7,24,25,0,0,11
"14067",62.5,-126.5,15,33,29,7,24,27,0,0,11
"14066",62.5,-127.5,15,32,28,7,24,27,0,0,11
"14065",62.5,-128.5,15,32,29,6,25,27,0,0,11
"14064",62.5,-129.5,17,32,29,6,24,27,0,0,11
"14052",62.5,-141.5,19,38,28,8,24,23,0,0,8
"14051",62.5,-142.5,20,38,28,8,25,22,0,0,8
"14050",62.5,-143.5,19,38,28,8,24,22,0,0,8
"14049",62.5,-144.5,18,39,28,7,23,23,0,0,8
"14048",62.5,-145.5,16,40,26,7,23,23,0,0,8
"14036",62.5,-157.5,14,32,24,6,23,19,0,0,6
"14035",62.5,-158.5,13,32,24,5,23,17,0,0,4
"14034",62.5,-159.5,12,34,24,7,22,19,0,0,4
"14033",62.5,-160.5,14,30,23,7,22,20,0,0,5
"14032",62.5,-161.5,11,26,22,6,19,17,0,0,5
"14031",62.5,-162.5,9,27,19,6,20,17,0,0,5
"14030",62.5,-163.5,10,30,18,5,18,17,0,0,3
"14029",62.5,-164.5,10,30,17,4,16,19,0,0,3
"14106",62.5,-77.5,3,11,10,5,10,8,0,0,3
"14129",62.5,10.5,16,53,24,16,22,18,0,0,6
"14226",62.5,109.5,15,51,31,8,23,15,0,0,13
"14130",62.5,11.5,14,52,26,15,22,17,0,0,7
"14227",62.5,110.5,15,50,31,8,23,15,0,0,13
"14228",62.5,111.5,16,52,30,8,23,15,0,0,12
"14229",62.5,112.5,16,52,32,8,23,15,0,0,12
"14231",62.5,114.5,17,50,32,8,24,17,0,0,12
"14235",62.5,118.5,18,52,33,8,24,17,0,0,13
"14236",62.5,119.5,18,52,32,8,24,17,0,0,13
"14131",62.5,12.5,14,49,24,13,18,15,0,0,5
"14237",62.5,120.5,18,51,33,8,24,17,0,0,13
"14238",62.5,121.5,18,51,33,8,24,17,0,0,13
"14239",62.5,122.5,18,51,33,8,24,17,0,0,13
"14240",62.5,123.5,18,51,33,8,23,17,0,0,13
"14241",62.5,124.5,18,50,33,8,23,17,0,0,13
"14242",62.5,125.5,19,49,32,8,23,17,0,0,13
"14243",62.5,126.5,19,49,32,8,23,18,0,0,13
"14244",62.5,127.5,19,50,32,8,23,19,0,0,13
"14245",62.5,128.5,19,51,33,8,23,19,0,0,13
"14246",62.5,129.5,19,50,33,8,24,18,0,0,13
"14132",62.5,13.5,14,41,27,14,20,14,0,0,6
"14247",62.5,130.5,19,50,31,8,24,18,0,0,13
"14248",62.5,131.5,19,50,31,8,24,18,0,0,13
"14250",62.5,133.5,19,48,31,7,22,17,0,0,12
"14251",62.5,134.5,19,48,31,7,22,18,0,0,12
"14252",62.5,135.5,19,47,30,7,21,18,0,0,11
"14253",62.5,136.5,19,46,29,7,21,21,0,0,11
"14256",62.5,139.5,17,41,25,6,21,16,0,0,7
"14133",62.5,14.5,14,44,26,16,19,14,0,0,7
"14260",62.5,143.5,19,41,21,6,21,16,0,0,6
"14261",62.5,144.5,18,40,21,6,20,16,0,0,6
"14262",62.5,145.5,18,40,20,6,20,17,0,0,6
"14263",62.5,146.5,18,39,21,6,20,16,0,0,6
"14266",62.5,149.5,18,39,22,6,20,17,0,0,6
"14134",62.5,15.5,16,43,27,17,20,15,0,0,7
"14273",62.5,156.5,17,37,20,6,19,17,0,0,6
"14274",62.5,157.5,16,36,21,9,19,17,0,0,6
"14275",62.5,158.5,16,37,22,8,19,18,0,0,7
"14276",62.5,159.5,16,35,22,7,18,16,0,0,6
"14135",62.5,16.5,19,48,28,20,20,14,0,0,9
"14282",62.5,165.5,16,33,20,9,15,15,0,0,6
"14283",62.5,166.5,16,31,20,4,13,15,0,0,6
"14284",62.5,167.5,14,27,20,4,13,14,0,0,6
"14285",62.5,168.5,13,27,19,4,14,13,0,0,6
"14286",62.5,169.5,12,28,17,3,15,14,0,0,6
"14136",62.5,17.5,21,51,30,23,19,13,0,0,11
"14138",62.5,21.5,24,59,37,26,25,17,0,0,11
"14139",62.5,22.5,23,59,36,22,24,17,0,0,11
"14140",62.5,23.5,23,59,35,22,24,16,0,0,10
"14141",62.5,24.5,23,57,35,23,24,15,0,0,9
"14142",62.5,25.5,23,59,35,24,26,15,0,0,9
"14143",62.5,26.5,23,58,36,24,26,14,0,0,9
"14144",62.5,27.5,22,58,39,24,26,14,0,0,10
"14145",62.5,28.5,22,58,42,24,26,14,0,0,11
"14146",62.5,29.5,23,58,43,24,26,14,0,0,10
"14147",62.5,30.5,23,61,41,24,26,15,0,0,11
"14148",62.5,31.5,22,67,44,23,27,16,0,0,14
"14149",62.5,32.5,20,64,41,22,26,14,0,0,14
"14150",62.5,33.5,20,60,41,20,26,14,0,0,16
"14151",62.5,34.5,19,61,40,19,26,14,0,0,16
"14152",62.5,35.5,19,60,40,19,26,15,0,0,16
"14153",62.5,36.5,19,60,40,19,27,15,0,0,16
"14154",62.5,37.5,20,60,39,20,27,15,0,0,15
"14155",62.5,38.5,20,60,37,18,27,15,0,0,15
"14160",62.5,43.5,22,57,35,17,27,15,0,0,15
"14164",62.5,47.5,22,54,33,17,27,15,0,0,15
"14165",62.5,48.5,22,54,33,17,27,15,0,0,15
"14166",62.5,49.5,23,53,33,17,27,15,0,0,15
"14167",62.5,50.5,23,54,33,17,27,16,0,0,15
"14168",62.5,51.5,22,54,33,16,27,17,0,0,15
"14169",62.5,52.5,22,53,34,16,27,17,0,0,15
"14170",62.5,53.5,23,53,34,16,27,17,0,0,15
"14171",62.5,54.5,24,55,34,16,27,16,0,0,14
"14172",62.5,55.5,24,56,34,16,28,16,0,0,13
"14173",62.5,56.5,23,57,34,16,29,16,0,0,14
"14174",62.5,57.5,23,56,34,16,29,14,0,0,14
"14175",62.5,58.5,23,61,34,16,28,16,0,0,14
"14176",62.5,59.5,21,60,31,15,27,16,0,0,12
"14177",62.5,60.5,20,61,29,14,26,16,0,0,11
"14178",62.5,61.5,20,61,29,14,26,17,0,0,11
"14179",62.5,62.5,20,61,30,14,25,17,0,0,11
"14180",62.5,63.5,19,61,32,14,25,17,0,0,11
"14181",62.5,64.5,18,59,33,13,24,17,0,0,11
"14182",62.5,65.5,19,57,33,13,23,17,0,0,11
"14183",62.5,66.5,19,55,32,13,23,17,0,0,11
"14184",62.5,67.5,17,54,31,11,23,18,0,0,11
"14126",62.5,7.5,17,41,25,18,16,15,0,0,7
"14188",62.5,71.5,15,53,30,10,20,17,0,0,12
"14189",62.5,72.5,15,53,30,9,20,17,0,0,12
"14190",62.5,73.5,15,52,29,9,20,17,0,0,12
"14193",62.5,76.5,14,51,29,9,20,17,0,0,12
"14194",62.5,77.5,14,51,28,9,20,17,0,0,12
"14196",62.5,79.5,14,49,28,9,20,17,0,0,12
"14127",62.5,8.5,21,52,27,19,22,17,0,0,9
"14197",62.5,80.5,15,48,26,9,21,17,0,0,12
"14198",62.5,81.5,15,48,26,9,21,15,0,0,12
"14199",62.5,82.5,15,48,27,9,21,16,0,0,12
"14200",62.5,83.5,15,48,27,9,21,16,0,0,12
"14201",62.5,84.5,18,48,27,9,21,16,0,0,12
"14202",62.5,85.5,19,48,27,10,21,16,0,0,12
"14203",62.5,86.5,21,47,28,10,20,15,0,0,12
"14204",62.5,87.5,22,48,28,10,20,15,0,0,12
"14205",62.5,88.5,21,48,27,10,21,16,0,0,12
"14206",62.5,89.5,20,48,28,11,20,16,0,0,12
"14128",62.5,9.5,19,53,25,20,23,18,0,0,8
"14207",62.5,90.5,19,46,27,11,20,16,0,0,13
"14208",62.5,91.5,19,48,26,11,20,15,0,0,13
"14209",62.5,92.5,19,48,27,11,21,15,0,0,13
"14773",63.5,-100.5,5,11,12,4,11,16,0,0,4
"14772",63.5,-101.5,5,11,12,4,11,16,0,0,4
"14771",63.5,-102.5,5,11,12,5,12,16,0,0,4
"14770",63.5,-103.5,5,11,13,5,12,15,0,0,4
"14769",63.5,-104.5,5,12,14,5,11,15,0,0,4
"14768",63.5,-105.5,5,14,15,5,13,16,0,0,4
"14767",63.5,-106.5,5,15,17,5,14,16,0,0,4
"14000",63.5,-154.5,15,32,26,5,23,23,0,0,5
"13998",63.5,-156.5,12,30,25,5,22,20,0,0,4
"13997",63.5,-157.5,12,30,24,5,22,19,0,0,4
"13996",63.5,-158.5,12,30,23,5,23,19,0,0,4
"13995",63.5,-159.5,14,33,22,6,24,18,0,0,5
"14798",63.5,-69.5,2,11,8,1,8,6,0,0,2
"14774",63.5,-99.5,4,11,12,4,11,15,0,0,4
"14917",63.5,108.5,14,48,26,7,22,15,0,0,13
"14918",63.5,109.5,14,48,27,7,22,15,0,0,13
"14820",63.5,11.5,17,52,27,21,22,17,0,0,8
"14919",63.5,110.5,14,48,28,7,21,15,0,0,13
"14922",63.5,113.5,15,48,30,7,22,14,0,0,12
"14923",63.5,114.5,15,49,31,8,22,14,0,0,12
"14924",63.5,115.5,15,48,31,8,22,15,0,0,12
"14927",63.5,118.5,16,48,32,8,22,16,0,0,12
"14928",63.5,119.5,16,49,32,8,22,16,0,0,12
"14821",63.5,12.5,11,43,23,11,19,15,0,0,5
"14933",63.5,124.5,16,49,30,8,22,17,0,0,13
"14934",63.5,125.5,17,49,30,8,22,17,0,0,13
"14935",63.5,126.5,17,49,30,8,23,17,0,0,13
"14936",63.5,127.5,18,49,30,8,23,18,0,0,13
"14937",63.5,128.5,18,49,30,8,23,17,0,0,13
"14938",63.5,129.5,18,49,31,8,23,19,0,0,13
"14822",63.5,13.5,13,44,25,14,19,16,0,0,7
"14939",63.5,130.5,17,49,30,8,23,20,0,0,13
"14940",63.5,131.5,18,50,30,8,23,21,0,0,13
"14941",63.5,132.5,18,49,30,8,22,22,0,0,13
"14942",63.5,133.5,18,50,30,8,21,22,0,0,11
"14943",63.5,134.5,18,50,30,8,21,21,0,0,11
"14944",63.5,135.5,17,48,28,8,20,21,0,0,11
"14945",63.5,136.5,16,46,28,7,20,19,0,0,8
"14947",63.5,138.5,17,43,24,7,21,18,0,0,7
"14948",63.5,139.5,17,42,23,7,21,17,0,0,7
"14823",63.5,14.5,15,41,25,16,22,16,0,0,7
"14953",63.5,144.5,17,41,20,6,20,15,0,0,6
"14824",63.5,15.5,13,42,24,16,21,15,0,0,7
"14961",63.5,152.5,17,38,19,6,18,16,0,0,6
"14962",63.5,153.5,17,37,19,6,18,16,0,0,6
"14963",63.5,154.5,18,37,19,6,18,16,0,0,6
"14964",63.5,155.5,18,37,20,6,18,16,0,0,6
"14967",63.5,158.5,17,37,19,5,18,18,0,0,6
"14968",63.5,159.5,17,38,20,4,18,19,0,0,6
"14825",63.5,16.5,14,45,26,17,20,15,0,0,7
"14974",63.5,165.5,16,34,21,6,17,16,0,0,6
"14975",63.5,166.5,16,32,20,4,17,15,0,0,6
"14976",63.5,167.5,14,32,20,4,16,15,0,0,6
"14977",63.5,168.5,14,30,19,4,16,14,0,0,6
"14826",63.5,17.5,18,48,28,20,20,14,0,0,8
"14984",63.5,175.5,11,27,15,3,16,16,0,0,3
"14985",63.5,176.5,10,25,16,4,16,16,0,0,3
"14986",63.5,177.5,10,24,18,6,15,17,0,0,2
"14987",63.5,178.5,10,25,18,7,13,17,0,0,2
"14827",63.5,18.5,19,49,28,22,20,14,0,0,11
"14831",63.5,22.5,22,58,37,25,25,15,0,0,11
"14832",63.5,23.5,22,58,35,22,24,16,0,0,12
"14833",63.5,24.5,20,55,30,20,24,15,0,0,10
"14834",63.5,25.5,22,56,30,20,24,14,0,0,9
"14835",63.5,26.5,22,57,35,20,24,13,0,0,9
"14836",63.5,27.5,21,57,36,21,24,13,0,0,9
"14837",63.5,28.5,22,58,36,21,25,14,0,0,9
"14838",63.5,29.5,21,59,34,23,24,15,0,0,10
"14839",63.5,30.5,21,63,38,21,25,15,0,0,10
"14840",63.5,31.5,21,62,35,19,25,15,0,0,12
"14842",63.5,33.5,19,57,36,18,25,13,0,0,14
"14843",63.5,34.5,21,56,38,18,25,13,0,0,14
"14845",63.5,36.5,20,54,37,18,27,14,0,0,14
"14846",63.5,37.5,19,56,37,17,27,14,0,0,14
"14847",63.5,38.5,19,56,36,16,27,15,0,0,14
"14848",63.5,39.5,20,57,35,16,27,15,0,0,14
"14849",63.5,40.5,19,59,35,16,28,16,0,0,15
"14850",63.5,41.5,19,59,35,17,27,16,0,0,15
"14852",63.5,43.5,21,54,35,17,27,15,0,0,14
"14853",63.5,44.5,20,54,34,17,28,15,0,0,14
"14854",63.5,45.5,20,54,35,17,28,15,0,0,14
"14855",63.5,46.5,20,53,35,17,28,15,0,0,14
"14856",63.5,47.5,20,52,33,17,28,15,0,0,14
"14857",63.5,48.5,20,51,33,17,28,15,0,0,14
"14858",63.5,49.5,20,50,33,17,28,15,0,0,14
"14859",63.5,50.5,20,52,33,17,27,15,0,0,14
"14860",63.5,51.5,21,52,33,16,26,15,0,0,14
"14861",63.5,52.5,21,50,33,16,25,15,0,0,14
"14862",63.5,53.5,20,49,33,16,24,16,0,0,14
"14863",63.5,54.5,20,49,32,16,24,16,0,0,13
"14866",63.5,57.5,20,52,32,15,24,16,0,0,15
"14867",63.5,58.5,20,56,31,15,24,17,0,0,14
"14868",63.5,59.5,20,58,31,15,24,17,0,0,14
"14869",63.5,60.5,18,56,28,14,23,17,0,0,12
"14870",63.5,61.5,17,56,29,12,23,17,0,0,12
"14871",63.5,62.5,17,58,29,12,23,18,0,0,11
"14872",63.5,63.5,18,56,30,12,22,18,0,0,11
"14873",63.5,64.5,17,56,30,11,22,18,0,0,11
"14874",63.5,65.5,15,55,30,11,22,18,0,0,11
"14875",63.5,66.5,15,53,29,10,22,18,0,0,11
"14876",63.5,67.5,15,53,27,10,21,18,0,0,11
"14877",63.5,68.5,14,52,27,10,21,19,0,0,11
"14878",63.5,69.5,13,51,27,10,20,19,0,0,12
"14879",63.5,70.5,13,50,27,9,20,19,0,0,12
"14880",63.5,71.5,13,48,27,9,20,18,0,0,12
"14885",63.5,76.5,13,47,26,8,20,17,0,0,11
"14817",63.5,8.5,6,16,14,9,6,9,0,0,1
"14889",63.5,80.5,13,48,26,8,21,16,0,0,12
"14890",63.5,81.5,13,48,25,8,21,17,0,0,12
"14892",63.5,83.5,14,49,24,8,21,16,0,0,12
"14893",63.5,84.5,16,48,24,9,21,16,0,0,12
"14894",63.5,85.5,17,48,24,9,20,16,0,0,12
"14818",63.5,9.5,19,55,32,30,20,17,0,0,7
"14900",63.5,91.5,17,46,24,9,20,14,0,0,13
"14901",63.5,92.5,15,46,24,9,20,15,0,0,12
"14559",64.5,-100.5,4,10,12,4,10,15,0,0,4
"14558",64.5,-101.5,5,10,12,4,10,15,0,0,4
"14557",64.5,-102.5,5,10,12,4,11,15,0,0,4
"14556",64.5,-103.5,5,10,12,5,9,15,0,0,4
"14555",64.5,-104.5,5,10,12,5,10,15,0,0,4
"14554",64.5,-105.5,4,10,12,5,10,15,0,0,4
"14553",64.5,-106.5,4,10,13,5,12,16,0,0,4
"14513",64.5,-146.5,18,34,27,7,24,24,0,0,6
"14507",64.5,-152.5,13,36,26,6,23,22,0,0,4
"14506",64.5,-153.5,13,34,26,6,23,21,0,0,4
"14505",64.5,-154.5,13,35,26,6,22,21,0,0,4
"14504",64.5,-155.5,12,34,25,6,22,20,0,0,4
"14503",64.5,-156.5,12,33,25,6,22,20,0,0,4
"14502",64.5,-157.5,12,32,25,6,22,19,0,0,4
"14501",64.5,-158.5,14,31,24,5,22,19,0,0,4
"14560",64.5,-99.5,4,9,12,4,10,13,0,0,4
"14710",64.5,108.5,15,42,22,7,21,14,0,0,13
"14711",64.5,109.5,15,42,23,7,21,14,0,0,13
"14614",64.5,11.5,16,47,23,24,18,14,0,0,6
"14712",64.5,110.5,14,43,23,7,21,14,0,0,12
"14715",64.5,113.5,14,45,24,7,21,14,0,0,12
"14716",64.5,114.5,14,45,25,7,21,14,0,0,12
"14717",64.5,115.5,14,45,25,7,20,14,0,0,12
"14718",64.5,116.5,15,44,26,7,20,15,0,0,12
"14719",64.5,117.5,16,45,27,8,20,15,0,0,12
"14720",64.5,118.5,16,44,27,8,20,16,0,0,12
"14615",64.5,12.5,16,52,26,20,21,16,0,0,7
"14724",64.5,122.5,16,46,28,8,21,18,0,0,12
"14726",64.5,124.5,16,47,27,8,22,18,0,0,12
"14727",64.5,125.5,16,46,27,8,22,18,0,0,12
"14728",64.5,126.5,16,47,27,8,23,18,0,0,12
"14729",64.5,127.5,16,47,27,8,22,18,0,0,12
"14616",64.5,13.5,13,48,23,14,20,16,0,0,6
"14733",64.5,131.5,15,45,28,8,20,19,0,0,11
"14734",64.5,132.5,15,44,27,7,20,19,0,0,9
"14735",64.5,133.5,15,43,27,6,20,18,0,0,8
"14736",64.5,134.5,15,43,27,6,20,18,0,0,8
"14741",64.5,139.5,16,42,22,5,21,16,0,0,7
"14617",64.5,14.5,11,39,22,13,17,17,0,0,7
"14742",64.5,140.5,16,42,19,5,21,16,0,0,7
"14743",64.5,141.5,16,42,19,5,21,16,0,0,7
"14746",64.5,144.5,16,40,18,6,20,15,0,0,6
"15449",64.5,145.5,16,40,19,6,20,15,0,0,6
"15450",64.5,146.5,15,38,18,5,20,16,0,0,6
"15451",64.5,147.5,16,38,18,6,18,15,0,0,6
"14618",64.5,15.5,14,38,25,13,22,15,0,0,6
"15455",64.5,151.5,17,38,16,6,18,16,0,0,6
"15456",64.5,152.5,17,37,16,6,18,16,0,0,6
"15458",64.5,154.5,17,36,17,6,18,17,0,0,6
"15459",64.5,155.5,17,35,17,6,18,17,0,0,6
"14619",64.5,16.5,13,43,25,15,21,16,0,0,6
"15469",64.5,165.5,15,37,19,4,17,17,0,0,7
"15470",64.5,166.5,14,36,19,4,17,16,0,0,7
"15471",64.5,167.5,14,36,20,4,17,16,0,0,7
"14620",64.5,17.5,13,43,24,15,21,15,0,0,6
"15474",64.5,170.5,13,34,17,4,17,14,0,0,7
"15475",64.5,171.5,12,33,17,3,16,14,0,0,7
"15477",64.5,173.5,12,31,16,3,16,14,0,0,6
"15478",64.5,174.5,13,33,17,3,16,14,0,0,5
"15479",64.5,175.5,12,36,17,4,17,16,0,0,3
"15480",64.5,176.5,11,32,18,6,17,17,0,0,2
"14621",64.5,18.5,13,45,26,14,20,14,0,0,8
"14622",64.5,19.5,14,48,27,15,22,14,0,0,8
"14623",64.5,20.5,15,51,28,21,21,13,0,0,10
"14626",64.5,24.5,18,56,36,25,24,14,0,0,11
"14627",64.5,25.5,21,58,32,21,25,15,0,0,12
"14628",64.5,26.5,18,55,32,20,24,13,0,0,8
"14629",64.5,27.5,19,55,32,19,23,15,0,0,7
"14630",64.5,28.5,20,55,31,19,23,14,0,0,7
"14631",64.5,29.5,20,58,30,19,24,15,0,0,7
"14632",64.5,30.5,18,60,33,17,25,15,0,0,8
"14633",64.5,31.5,18,58,33,17,25,14,0,0,12
"14636",64.5,34.5,16,55,33,16,25,14,0,0,12
"14641",64.5,39.5,16,56,34,21,28,15,0,0,14
"14642",64.5,40.5,20,62,33,17,28,16,0,0,15
"14643",64.5,41.5,20,61,32,18,28,16,0,0,15
"14644",64.5,42.5,19,54,32,18,28,16,0,0,15
"14645",64.5,43.5,19,52,30,18,28,16,0,0,15
"14647",64.5,45.5,19,52,31,18,26,14,0,0,14
"14648",64.5,46.5,19,53,30,18,26,14,0,0,13
"14649",64.5,47.5,16,51,30,18,27,15,0,0,13
"14650",64.5,48.5,16,50,30,17,26,15,0,0,13
"14651",64.5,49.5,16,49,29,16,25,15,0,0,14
"14652",64.5,50.5,15,47,30,16,25,15,0,0,14
"14653",64.5,51.5,15,47,31,16,24,15,0,0,14
"14654",64.5,52.5,15,46,31,14,24,15,0,0,14
"14655",64.5,53.5,16,47,31,14,24,16,0,0,14
"14656",64.5,54.5,16,47,31,14,24,17,0,0,13
"14658",64.5,56.5,16,48,31,13,25,17,0,0,12
"14659",64.5,57.5,17,49,31,12,25,16,0,0,13
"14660",64.5,58.5,17,50,31,12,25,18,0,0,13
"14661",64.5,59.5,17,54,30,11,24,17,0,0,11
"14662",64.5,60.5,12,50,27,11,24,17,0,0,10
"14663",64.5,61.5,12,49,27,10,22,18,0,0,10
"14664",64.5,62.5,12,51,27,10,21,18,0,0,10
"14665",64.5,63.5,12,53,25,10,21,20,0,0,10
"14666",64.5,64.5,14,54,27,10,21,19,0,0,10
"14667",64.5,65.5,15,54,28,10,21,18,0,0,10
"14668",64.5,66.5,14,54,28,10,20,18,0,0,10
"14669",64.5,67.5,14,54,27,10,20,19,0,0,10
"14670",64.5,68.5,13,53,27,10,20,19,0,0,10
"14671",64.5,69.5,13,51,27,10,20,19,0,0,10
"14672",64.5,70.5,13,49,27,9,20,19,0,0,10
"14674",64.5,72.5,13,48,25,9,21,19,0,0,9
